Dim1,Dim2,class
-21.330236434936523,15.278002738952637,0
-13.593640327453613,19.073413848876953,0
-22.054121017456055,14.74432373046875,0
26.180171966552734,13.436714172363281,5
-19.435956954956055,21.98445701599121,0
7.467044353485107,-43.92024230957031,2
4.817959308624268,0.340284138917923,3
-19.994840621948242,14.315367698669434,0
-22.209564208984375,14.715699195861816,0
6.367132186889648,-44.613128662109375,2
6.8947367668151855,2.5646114349365234,3
-46.52338790893555,-0.3944937288761139,7
8.396285057067871,-45.96375274658203,2
-12.40335464477539,-19.70549201965332,1
7.736848831176758,-47.536521911621094,2
20.77748680114746,2.115257501602173,4
21.976198196411133,-1.8455331325531006,4
5.3234171867370605,-46.21961212158203,2
-20.90191078186035,12.930425643920898,0
-16.422426223754883,15.74523639678955,0
-8.923965454101562,-17.70771598815918,1
25.736494064331055,15.022747039794922,5
3.3698065280914307,-45.36320495605469,2
5.234360694885254,-42.458248138427734,2
26.77115249633789,13.524580955505371,5
-32.44528579711914,-26.292490005493164,6
-30.86212158203125,-28.412994384765625,6
-28.872392654418945,-27.44666290283203,6
5.036510944366455,-42.905574798583984,2
31.54920196533203,-14.77425765991211,11
3.720919370651245,-44.801300048828125,2
30.96632957458496,31.919647216796875,12
45.61118698120117,1.5098278522491455,8
-13.662589073181152,-17.64116668701172,1
-10.218017578125,-3.163938283920288,9
32.225032806396484,-14.419846534729004,11
31.366016387939453,-15.953174591064453,11
29.3345947265625,32.8748893737793,12
-11.290058135986328,-3.018170118331909,9
-20.282699584960938,10.716336250305176,0
23.22332191467285,-2.2724926471710205,4
25.96413803100586,13.191274642944336,5
5.977453708648682,-46.74691390991211,2
8.163113594055176,-42.71278381347656,2
5.19273567199707,-44.613834381103516,2
21.26416015625,-1.6991167068481445,4
32.996768951416016,-15.16687297821045,11
-13.59807014465332,16.783681869506836,0
9.887336730957031,-23.180984497070312,10
-10.409850120544434,-5.105093955993652,9
4.310762882232666,0.27324143052101135,3
-22.08304214477539,11.798017501831055,0
-17.9492244720459,17.25223731994629,0
25.696279525756836,9.269829750061035,5
45.750370025634766,1.5512226819992065,8
3.576650619506836,-45.577484130859375,2
6.746672630310059,1.2393220663070679,3
-2.45285964012146,33.35011672973633,13
-11.233014106750488,-16.64179801940918,1
