Dim1,Dim2,class
17.606233596801758,-26.795780181884766,0
17.3065185546875,-22.174837112426758,0
17.14566421508789,-28.569067001342773,0
-36.754276275634766,6.801260948181152,5
19.000783920288086,-22.235666275024414,0
-18.430713653564453,22.75274658203125,2
-15.699756622314453,-0.06155053526163101,3
16.810468673706055,-29.568750381469727,0
17.923030853271484,-28.23664665222168,0
-20.378368377685547,26.607847213745117,2
-17.295927047729492,1.4286750555038452,3
8.328847885131836,45.298744201660156,7
-20.261211395263672,27.542631149291992,2
10.469091415405273,6.974903106689453,1
-20.175573348999023,26.789140701293945,2
-1.3592674732208252,27.256641387939453,4
-2.4493982791900635,26.516788482666016,4
-20.212413787841797,24.87334442138672,2
16.977386474609375,-25.642810821533203,0
14.616065979003906,-29.69064712524414,0
8.421335220336914,7.639310836791992,1
-38.668006896972656,6.040431976318359,5
-19.33787727355957,22.737985610961914,2
-18.479101181030273,22.309846878051758,2
-37.506954193115234,8.040847778320312,5
25.42066192626953,21.302541732788086,6
26.620588302612305,19.824295043945312,6
25.67624282836914,23.32145881652832,6
-23.927125930786133,28.600217819213867,2
49.35823440551758,-9.634536743164062,11
-21.310604095458984,27.46988296508789,2
-48.20030212402344,3.0948915481567383,12
-4.167766571044922,-15.300966262817383,8
7.882419586181641,6.227030277252197,1
-21.253129959106445,-17.55344009399414,9
49.0930061340332,-9.31529712677002,11
49.53852462768555,-8.948782920837402,11
-48.4221305847168,2.984971284866333,12
-20.94858741760254,-16.37539291381836,9
16.19548797607422,-31.972890853881836,0
0.17908644676208496,26.330379486083984,4
-36.689727783203125,6.756680011749268,5
-21.097612380981445,26.150875091552734,2
-19.877376556396484,23.080738067626953,2
-20.626928329467773,22.958396911621094,2
-2.6865525245666504,27.751205444335938,4
50.63743209838867,-9.292304039001465,11
15.99673080444336,-22.67580795288086,0
-39.3668098449707,-20.22986602783203,10
-22.015323638916016,-16.142536163330078,9
-16.08477783203125,1.9310529232025146,3
17.539596557617188,-30.889404296875,0
13.758737564086914,-28.106369018554688,0
-33.40867614746094,7.616980075836182,5
-3.2287843227386475,-15.434868812561035,8
-20.0166072845459,24.382516860961914,2
-18.1573486328125,0.7270832061767578,3
27.473106384277344,-10.781838417053223,13
6.783000469207764,5.197310447692871,1
7.462162017822266,7.246631622314453,1
21.076528549194336,-20.52860450744629,0
48.79197311401367,-9.99522876739502,11
-20.456745147705078,-17.697107315063477,9
14.430086135864258,-29.89962387084961,0
6.9784979820251465,7.20243501663208,1
6.604720115661621,8.763402938842773,1
-15.711474418640137,0.7308958768844604,3
-0.09852738678455353,27.02515983581543,4
-36.98598098754883,6.376862049102783,5
17.168458938598633,-27.089860916137695,0
-39.79254913330078,-19.749685287475586,10
49.25160598754883,-9.382155418395996,11
26.250452041625977,19.775062561035156,6
27.56438636779785,-11.117337226867676,13
43.295135498046875,11.09576416015625,14
49.844608306884766,-8.658968925476074,11
-21.234533309936523,-16.157058715820312,9
14.735902786254883,-27.759492874145508,0
-4.542632102966309,-34.10792922973633,15
-19.24186897277832,25.66864585876465,2
9.008038520812988,8.463787078857422,1
-4.2912187576293945,-33.93867111206055,15
-20.234102249145508,27.100366592407227,2
-37.368743896484375,6.873723983764648,5
-0.5125147700309753,26.775598526000977,4
-24.071744918823242,28.405080795288086,2
24.41594886779785,19.39208221435547,6
-39.04167175292969,-20.39516258239746,10
16.30845069885254,-25.394166946411133,0
-40.24014663696289,-20.52857208251953,10
-47.937957763671875,1.8965684175491333,12
-4.870702266693115,-33.53351974487305,15
-17.107994079589844,1.5145912170410156,3
-1.1587927341461182,25.727144241333008,4
25.607574462890625,21.304794311523438,6
-38.39230728149414,-20.274185180664062,10
23.774723052978516,21.63123321533203,6
-0.36455661058425903,24.753862380981445,4
6.425143718719482,7.678791046142578,1
20.461435317993164,-20.318557739257812,0
8.863412857055664,44.53434371948242,7
10.902653694152832,7.217487335205078,1
10.094247817993164,6.690014362335205,1
18.71104621887207,-30.049509048461914,0
-4.411097526550293,-15.370585441589355,8
25.93315315246582,19.430091857910156,6
8.227578163146973,44.445281982421875,7
18.44489097595215,-22.608888626098633,0
25.832551956176758,20.701448440551758,6
50.02588653564453,-9.779816627502441,11
7.79172945022583,3.7623660564422607,1
16.742809295654297,-23.182680130004883,0
20.773422241210938,-22.315105438232422,0
8.565972328186035,3.570244789123535,1
19.836912155151367,-25.268457412719727,0
26.99226951599121,-11.611559867858887,13
43.416805267333984,11.80927848815918,14
-21.273923873901367,-16.882429122924805,9
-41.00421142578125,-19.26953887939453,10
8.090909004211426,43.46881866455078,7
-2.90043568611145,27.827173233032227,4
24.875810623168945,20.927663803100586,6
49.24677276611328,-9.8262300491333,11
14.83044147491455,-28.00776481628418,0
43.921974182128906,11.504040718078613,14
25.334705352783203,21.429683685302734,6
21.12619972229004,-26.18195152282715,0
27.419734954833984,-10.644137382507324,13
-4.337109565734863,-14.533536911010742,8
19.61029815673828,-21.57808494567871,0
25.31331443786621,20.945627212524414,6
-36.69650650024414,6.827242851257324,5
-24.099332809448242,28.739151000976562,2
8.8777494430542,45.719078063964844,7
7.183358192443848,4.775918960571289,1
14.692985534667969,-27.806903839111328,0
-15.770798683166504,1.0484862327575684,3
-21.243438720703125,-17.473133087158203,9
7.743585109710693,7.618288040161133,1
-20.472881317138672,25.1621036529541,2
18.423494338989258,-28.81454849243164,0
25.497142791748047,21.048385620117188,6
-23.04197120666504,28.403291702270508,2
19.490951538085938,-30.635873794555664,0
-14.315814971923828,4.760776996612549,3
44.05281448364258,11.343807220458984,14
8.125506401062012,6.767613410949707,1
42.861446380615234,12.003497123718262,14
-17.055442810058594,1.566778302192688,3
9.235602378845215,8.491390228271484,1
25.466676712036133,20.02349853515625,6
-21.88799285888672,23.12881851196289,2
9.543583869934082,7.633411407470703,1
26.547924041748047,19.754701614379883,6
-39.87641906738281,-20.456315994262695,10
19.38584327697754,-28.8424129486084,0
-47.937538146972656,2.3716583251953125,12
-15.48061752319336,3.764728307723999,3
-14.85366153717041,4.528904438018799,3
-36.54151916503906,7.8090410232543945,5
26.864213943481445,-11.181123733520508,13
-37.55093002319336,7.036101341247559,5
17.313310623168945,-24.282407760620117,0
-21.74444580078125,-17.60599708557129,9
-4.3079705238342285,-14.530394554138184,8
8.263992309570312,45.25652313232422,7
17.8247013092041,-28.967710494995117,0
-47.59123229980469,2.5650036334991455,12
-48.64826965332031,2.9459404945373535,12
22.845561981201172,-24.997119903564453,0
-3.0307600498199463,27.00481414794922,4
16.924829483032227,-23.99465560913086,0
-17.63569450378418,1.343828797340393,3
-21.372005462646484,-17.18182373046875,9
-37.300132751464844,7.453392505645752,5
-20.8760929107666,-17.109806060791016,9
-18.398653030395508,2.1148643493652344,3
25.836835861206055,20.667795181274414,6
-39.265872955322266,-21.31380271911621,10
9.934646606445312,8.478981018066406,1
17.22661781311035,-29.70793342590332,0
-21.950939178466797,-16.69247817993164,9
-15.425055503845215,1.3887593746185303,3
-16.191083908081055,0.7012061476707458,3
-4.315114498138428,-33.685760498046875,15
-19.825115203857422,23.605247497558594,2
-19.57465362548828,22.60442543029785,2
43.28004455566406,11.077620506286621,14
26.210735321044922,20.465730667114258,6
-15.473010063171387,2.636665105819702,3
25.655582427978516,21.350507736206055,6
-1.3914473056793213,26.89312744140625,4
26.841875076293945,-10.982483863830566,13
-48.19472122192383,2.33864164352417,12
9.005757331848145,6.551773548126221,1
-0.7593052983283997,25.707477569580078,4
26.166366577148438,20.611684799194336,6
16.808488845825195,-29.559284210205078,0
-37.15953826904297,6.09375524520874,5
48.48963165283203,-8.753877639770508,11
-21.837385177612305,24.083274841308594,2
22.027698516845703,-23.79737663269043,0
-48.423179626464844,1.976402997970581,12
-22.03435516357422,24.941232681274414,2
-14.470856666564941,0.04238082841038704,3
-40.447662353515625,-19.898069381713867,10
-4.933813571929932,-15.231103897094727,8
6.131344318389893,45.18641662597656,7
6.335407733917236,8.773523330688477,1
19.01993751525879,-26.66868019104004,0
-36.636226654052734,7.740156650543213,5
9.541482925415039,9.703287124633789,1
18.376888275146484,-27.29972267150879,0
10.090394973754883,6.555913925170898,1
-37.884220123291016,6.269217014312744,5
-20.822559356689453,-17.815492630004883,9
4.195437908172607,5.327558517456055,9
19.01546287536621,-26.873201370239258,0
-1.2152438163757324,24.49113655090332,4
-1.8068939447402954,26.440786361694336,4
-0.7368884682655334,25.635425567626953,4
14.610137939453125,-27.875282287597656,0
15.131807327270508,-29.359628677368164,0
27.181602478027344,-11.701244354248047,13
-47.777992248535156,2.827859878540039,12
-4.476783752441406,-15.86376953125,8
-19.77320098876953,24.116268157958984,2
48.163692474365234,-9.110368728637695,11
6.942615509033203,4.773909568786621,1
-23.064790725708008,27.388370513916016,2
-14.275839805603027,2.9124276638031006,3
-36.358917236328125,5.6554789543151855,5
10.167339324951172,4.292999267578125,1
19.784515380859375,-21.145259857177734,0
7.977002143859863,44.414119720458984,7
-22.264999389648438,-16.81285285949707,9
-3.907940626144409,-15.233502388000488,8
18.173795700073242,-27.268415451049805,0
16.348909378051758,-25.395275115966797,0
-37.01005554199219,6.309005260467529,5
6.682321071624756,5.424428462982178,1
9.692183494567871,9.323223114013672,1
10.157955169677734,8.386507034301758,1
-22.02815055847168,26.045608520507812,2
16.930824279785156,-22.900976181030273,0
-0.6571906208992004,26.331830978393555,4
-42.511016845703125,4.610788345336914,5
46.62496566772461,-8.98701286315918,11
-4.897871494293213,-34.01750946044922,15
25.406143188476562,23.44129180908203,6
-2.304185152053833,25.276233673095703,4
22.057098388671875,-26.604000091552734,0
-4.922513008117676,-34.06589126586914,15
17.235748291015625,-31.788066864013672,0
28.09005355834961,-9.647616386413574,13
-1.025860071182251,27.94182014465332,4
-21.090009689331055,-16.42922592163086,9
-4.315495491027832,-33.98165512084961,15
14.514387130737305,-31.441225051879883,0
-14.626219749450684,4.479713439941406,3
5.872014045715332,8.921401023864746,1
-2.816438674926758,-11.940722465515137,4
27.589473724365234,-11.330723762512207,13
17.121421813964844,-21.74469566345215,0
6.1958537101745605,45.39997482299805,7
-4.268131732940674,-34.040775299072266,15
-5.201008319854736,-33.65300750732422,15
-2.3895463943481445,-16.44539451599121,8
24.043819427490234,18.933225631713867,1
-33.409305572509766,7.617072582244873,4
7.812135696411133,8.39455509185791,1
-38.03082275390625,8.273938179016113,5
8.630348205566406,45.11782455444336,7
26.770408630371094,-12.913169860839844,2
21.027992248535156,-23.784149169921875,0
42.31153869628906,11.195992469787598,14
-39.02793502807617,-19.941028594970703,10
43.06879425048828,11.927091598510742,14
9.771653175354004,6.044023036956787,1
6.928341865539551,44.94090270996094,7
-37.98047637939453,7.080292701721191,5
10.446002006530762,7.781081676483154,1
-39.17231369018555,-20.371740341186523,10
26.294889450073242,20.28737449645996,6
19.81940460205078,-27.121305465698242,0
8.471343040466309,43.9010009765625,7
-40.873111724853516,-20.830026626586914,10
-37.380184173583984,8.120529174804688,5
12.763496398925781,-28.875015258789062,0
12.503114700317383,-27.186080932617188,0
-0.8538826704025269,25.74460220336914,4
-40.73234939575195,-19.515663146972656,10
11.318195343017578,4.019384860992432,1
16.388944625854492,-23.3593807220459,0
8.873054504394531,44.63414001464844,7
9.81733512878418,6.1905837059021,1
1.7717251777648926,9.052864074707031,2
-36.04635238647461,8.052828788757324,5
7.782444000244141,4.6241044998168945,1
-48.47315979003906,2.6210031509399414,12
27.675371170043945,-12.790894508361816,4
-4.693782806396484,-14.572690963745117,8
-16.441848754882812,2.7496345043182373,3
43.82484817504883,12.056777954101562,14
7.789124011993408,46.00577926635742,7
-21.439685821533203,-16.574142456054688,9
-17.13332748413086,2.091580867767334,3
20.80600357055664,-27.91891860961914,0
-16.039674758911133,3.7035579681396484,3
49.49394989013672,-9.686117172241211,11
-49.551082611083984,3.0610666275024414,12
-15.099055290222168,3.8966193199157715,3
49.73228454589844,-8.636236190795898,11
17.97534942626953,-29.29474639892578,0
8.413396835327148,46.39085006713867,7
-2.732808828353882,-16.242572784423828,8
17.706266403198242,-28.317150115966797,0
8.461671829223633,8.979107856750488,1
-38.02592086791992,7.578617572784424,5
