Dim1,Dim2,class
0.08403323590755463,22.574012756347656,0
1.1301051378250122,17.493824005126953,0
0.7799731492996216,24.543758392333984,0
-23.203462600708008,40.28582000732422,5
-3.0856833457946777,12.352409362792969,0
1.0964500904083252,-31.38888168334961,2
19.618555068969727,-23.12645721435547,3
-1.7817221879959106,22.003280639648438,0
-0.4046361744403839,24.881071090698242,0
1.0127171277999878,-32.25168991088867,2
20.332015991210938,-21.611312866210938,3
-34.73206329345703,-22.069576263427734,7
0.7528222799301147,-33.79789352416992,2
25.934101104736328,12.104287147521973,1
-6.377055644989014,-19.752105712890625,2
3.798388957977295,-10.601548194885254,4
15.577470779418945,-19.197473526000977,4
1.5433026552200317,-33.45597839355469,2
6.112942695617676,23.783187866210938,0
-0.993953287601471,14.614880561828613,0
26.85050392150879,13.866910934448242,1
-12.248311996459961,5.5595245361328125,5
3.9130568504333496,-33.64773178100586,2
3.7318572998046875,-32.37417984008789,2
-23.981407165527344,40.09365463256836,5
30.004772186279297,28.59614372253418,6
27.881410598754883,30.00537872314453,6
19.08160972595215,9.23987865447998,6
3.056741714477539,-31.912464141845703,2
-11.679766654968262,-20.50167465209961,11
2.730154037475586,-33.64167785644531,2
-47.169185638427734,3.6611521244049072,12
-29.20903968811035,-4.650577545166016,8
25.863630294799805,15.516809463500977,1
16.055606842041016,0.5806159377098083,9
-11.671448707580566,-19.85732078552246,11
-12.181888580322266,-20.018627166748047,11
17.321468353271484,-18.50258445739746,12
14.936071395874023,2.9968700408935547,9
3.4278807640075684,23.625885009765625,0
2.4814865589141846,-11.589765548706055,4
-23.20402717590332,40.03961944580078,5
1.6879065036773682,-34.4324836730957,2
4.650632858276367,-27.726539611816406,2
-10.845759391784668,-13.69206428527832,2
4.154056072235107,-12.28766918182373,4
-12.060050010681152,-21.081090927124023,11
-5.418788909912109,22.471309661865234,0
-10.046399116516113,-47.59541702270508,10
15.173027992248535,-0.6932445764541626,9
18.881446838378906,-21.10204315185547,3
2.352827310562134,15.041598320007324,0
-2.0405051708221436,12.798455238342285,0
6.363478183746338,-9.923255920410156,5
-28.589340209960938,-4.019714832305908,8
2.5444774627685547,-32.651611328125,2
19.935636520385742,-21.06034278869629,3
-26.69301414489746,-4.912472724914551,13
7.262599945068359,-26.156198501586914,1
26.05194664001465,9.585856437683105,1
-3.2303600311279297,12.249676704406738,0
-11.42113971710205,-19.77654266357422,11
15.63985824584961,0.392539381980896,9
-3.1115810871124268,22.958513259887695,0
26.31117057800293,15.080000877380371,1
26.274921417236328,13.992328643798828,1
21.303804397583008,-20.5529727935791,3
16.678789138793945,-18.305419921875,4
-22.950416564941406,40.66029739379883,5
2.737809658050537,22.682292938232422,0
-12.616127014160156,-49.58515548706055,10
-11.88912582397461,-19.322134017944336,11
26.920705795288086,27.981821060180664,6
-9.315656661987305,5.77345085144043,13
-29.987110137939453,17.268428802490234,14
-12.774683952331543,-19.989336013793945,11
15.629276275634766,0.036577269434928894,9
-4.407444953918457,23.64844512939453,0
-9.035205841064453,-4.700666427612305,15
2.5557701587677,-30.671939849853516,2
26.856992721557617,13.086746215820312,1
-8.874275207519531,-4.860833644866943,15
0.10020260512828827,-33.87483215332031,2
-21.890926361083984,39.87702178955078,5
3.6043550968170166,-11.507086753845215,4
3.596858024597168,-29.245676040649414,2
28.540889739990234,28.905302047729492,6
-12.125052452087402,-48.86130905151367,10
1.3978806734085083,20.99429702758789,0
-12.931983947753906,-48.81452178955078,10
-47.50465393066406,3.4876039028167725,12
-45.945213317871094,5.751896381378174,15
19.528221130371094,-21.439544677734375,3
-6.456601619720459,-19.930269241333008,4
28.976364135742188,29.383892059326172,6
-11.960589408874512,-48.51404571533203,10
18.867822647094727,2.5571372509002686,6
1.5719366073608398,-35.72607421875,4
26.461523056030273,9.359638214111328,1
5.284816265106201,24.478687286376953,0
-34.53392791748047,-21.88698387145996,7
25.663715362548828,15.801732063293457,1
26.16783332824707,13.036755561828613,1
1.5114423036575317,24.06224250793457,0
-29.588762283325195,-6.363990306854248,8
27.880325317382812,29.138330459594727,6
-34.82923889160156,-21.429969787597656,7
3.8664653301239014,-9.135649681091309,0
28.35496711730957,29.3030948638916,6
2.399506092071533,-8.120527267456055,11
26.524869918823242,11.50878620147705,1
2.2169463634490967,19.48409080505371,0
3.1480553150177,16.72968864440918,0
27.748666763305664,11.886219024658203,1
-0.8094353079795837,25.928010940551758,0
-10.33814811706543,7.0078558921813965,13
-29.747610092163086,18.138851165771484,14
17.749319076538086,0.6356241703033447,9
