Dim1,Dim2,class
-21.128337860107422,-19.32250213623047,0
-26.236352920532227,-17.48564910888672,0
-23.273752212524414,-17.932472229003906,0
27.044660568237305,-33.86511993408203,5
-19.873292922973633,-13.993953704833984,0
-4.314770698547363,6.814912796020508,2
-37.57501220703125,13.902727127075195,3
-24.89750862121582,-18.495004653930664,0
-19.414596557617188,-20.899904251098633,0
-7.790175437927246,7.813931465148926,2
5.994353294372559,20.55182647705078,3
8.360315322875977,-44.20369338989258,7
-7.814484596252441,4.455686092376709,2
-33.874908447265625,14.896240234375,1
-7.078185081481934,4.751433849334717,2
20.271326065063477,-11.380358695983887,4
21.211687088012695,-7.966268539428711,4
-6.420068740844727,7.423251628875732,2
-18.1961727142334,-10.670988082885742,0
-16.733325958251953,-13.086302757263184,0
-34.47515869140625,17.699068069458008,1
-6.23331356048584,11.362640380859375,5
-5.910853862762451,8.522260665893555,2
-5.533289432525635,4.400635242462158,2
27.041160583496094,-32.67715072631836,5
-4.382382869720459,45.186031341552734,6
-4.3523101806640625,44.311283111572266,6
-6.507587909698486,45.1599006652832,6
-3.274075746536255,5.0486602783203125,2
6.3526225090026855,-1.0934361219406128,11
-5.886684894561768,9.14698314666748,2
44.891326904296875,-11.752312660217285,12
45.72684097290039,7.769383430480957,8
-31.538272857666016,16.832529067993164,1
-12.862751007080078,26.679744720458984,9
5.862741470336914,-1.131091594696045,11
6.991849899291992,-2.4277842044830322,11
44.38325881958008,-10.166515350341797,12
-13.9825439453125,26.578027725219727,9
-17.903610229492188,-13.07510757446289,0
22.679241180419922,-10.349526405334473,4
26.914199829101562,-33.86222457885742,5
-7.125925064086914,7.279097080230713,2
-5.594808101654053,46.914756774902344,2
-6.694701671600342,7.987624168395996,2
7.7621965408325195,15.735954284667969,4
5.368572235107422,-1.0589021444320679,11
-8.456758499145508,12.560583114624023,0
20.62429428100586,10.447463989257812,10
-34.705772399902344,16.656240463256836,9
0.07254105061292648,7.989945888519287,3
-17.104202270507812,-21.660869598388672,0
-18.757549285888672,-16.309247970581055,0
22.064464569091797,-7.79403829574585,5
44.80546951293945,-12.945610046386719,8
-6.315616130828857,8.589886665344238,2
6.350838661193848,17.853979110717773,3
0.2715810537338257,-26.328989028930664,13
-30.44670295715332,18.825050354003906,1
-35.09077453613281,15.278207778930664,1
-20.952136993408203,-17.595762252807617,0
-8.798605918884277,9.856146812438965,11
-12.77462100982666,25.571447372436523,9
-18.690977096557617,-18.521759033203125,0
-36.20453643798828,13.120612144470215,1
-31.89517593383789,17.720582962036133,1
4.236096382141113,20.235071182250977,3
22.72882080078125,-10.663519859313965,4
27.673585891723633,-33.26161575317383,5
-25.50313377380371,-20.866395950317383,0
21.24981117248535,10.90168285369873,10
